series,horizon,model,MAE,RMSE,MAPE_%,Bias,n_obs,naive_MAE,naive_RMSE,naive_MAPE_%,beats_naive
1#铜,22,Rolling_log_drift_60d,4131.065606417714,5317.850055366081,4.603315004154896,685.5484888828331,120,3259.1445427728613,3899.090339322149,3.5720941169060683,False
1#铜,22,Rolling_log_drift_20d,5158.17015579988,6336.62788856821,5.640540815601829,-493.1029171245859,120,3259.1445427728613,3899.090339322149,3.5720941169060683,False
1#铜,22,Rolling_log_drift_5d,7247.4052312116155,9900.301604995451,7.934085513412197,-86.40232630618132,120,3259.1445427728613,3899.090339322149,3.5720941169060683,False
1#铜,23,ARIMA_log,2954.4943070797162,3666.620652174015,3.2403296158177852,-460.33564813357407,120,3291.814159292036,3924.101184307128,3.6036807696523026,True
1#铜,23,Ridge_direct_h,2962.7746503537705,3738.8968318225006,3.285272781556588,323.15136166609483,120,3291.814159292036,3924.101184307128,3.6036807696523026,True
1#铜,23,Final_ensemble,3035.7228653755037,3569.058619584386,3.345677733584978,-225.6707686956755,120,3291.814159292036,3924.101184307128,3.6036807696523026,True
1#铜,23,Median_ensemble,3214.9838761141646,3994.8856242925954,3.5559429394104725,310.9298576882399,120,3291.814159292036,3924.101184307128,3.6036807696523026,True
1#铜,23,Naive_last,3291.814159292036,3924.101184307128,3.6036807696523026,-1174.4100294985255,120,3291.814159292036,3924.101184307128,3.6036807696523026,False
1#铜,23,Rolling_log_drift_120d,4081.6425810127,4951.532231866083,4.533601687283417,1512.9227242235274,120,3291.814159292036,3924.101184307128,3.6036807696523026,False
1#铜,23,Rolling_log_drift_60d,4187.179612595381,5401.674257290639,4.664015297382817,705.790300334273,120,3291.814159292036,3924.101184307128,3.6036807696523026,False
1#铜,23,Rolling_log_drift_20d,5286.4172933015025,6509.973519890118,5.771769335814893,-523.9842575222598,120,3291.814159292036,3924.101184307128,3.6036807696523026,False
1#铜,23,Rolling_log_drift_5d,7410.859884913682,10148.950593878757,8.10586589761646,-82.99434488680181,120,3291.814159292036,3924.101184307128,3.6036807696523026,False
1#铜,24,Ridge_direct_h,2939.090037923925,3748.5603092509537,3.260758477900081,371.5789054498798,120,3304.203539823009,3978.087823845284,3.613888190492949,True
1#铜,24,ARIMA_log,2962.5618085122424,3638.202072459513,3.248518572173282,-497.96920988010606,120,3304.203539823009,3978.087823845284,3.613888190492949,True
1#铜,24,Final_ensemble,3010.643505116401,3572.1583339259882,3.3181132219817546,-232.72664371913453,120,3304.203539823009,3978.087823845284,3.613888190492949,True
1#铜,24,Median_ensemble,3235.409286830502,4017.0226166310435,3.5780414929748585,320.38389886659144,120,3304.203539823009,3978.087823845284,3.613888190492949,True
1#铜,24,Naive_last,3304.203539823009,3978.087823845284,3.613888190492949,-1243.436578171092,120,3304.203539823009,3978.087823845284,3.613888190492949,False
1#铜,24,Rolling_log_drift_120d,4149.678564238769,5047.0342744773925,4.607078114025363,1562.9762275721514,120,3304.203539823009,3978.087823845284,3.613888190492949,False
1#铜,24,Rolling_log_drift_60d,4248.0646576076415,5501.357877596536,4.730872222274738,720.3629193578113,120,3304.203539823009,3978.087823845284,3.613888190492949,False
1#铜,24,Rolling_log_drift_20d,5458.5863529962935,6702.356723758982,5.953587657992854,-560.3203024958676,120,3304.203539823009,3978.087823845284,3.613888190492949,False
1#铜,24,Rolling_log_drift_5d,7646.164137987809,10498.704924139896,8.360115842521445,-83.6625073467739,120,3304.203539823009,3978.087823845284,3.613888190492949,False
1#铜,25,Ridge_direct_h,2927.7453507787595,3756.9453260129985,3.248210017832301,407.0641979352547,120,3368.1415929203545,4040.8811662022745,3.679603892782044,True
1#铜,25,ARIMA_log,2980.1007050873304,3638.051810919981,3.265376504141717,-544.5152698404503,120,3368.1415929203545,4040.8811662022745,3.679603892782044,True
